,x,y
1,-1.5082476541175587,2.525109638666244
2,-2.286282716174126,7.468238093761493
3,-0.4688143018440434,2.1072538361779642
4,-1.1630468701356098,7.114965730867699
5,-0.846591802799707,8.69633061724241
6,-1.5435432673054967,8.650887660042613
7,-0.6982292289547776,7.184640826727637
8,1.4988497645890981,1.4306669771360423
9,0.694683636779031,4.829204734716094
10,1.037588761333952,1.3357737786157056
11,-1.9069777181477037,7.579649814357592
12,-1.883721001310139,2.943716385823763
13,-0.2308581130003302,4.657609490793225
14,1.0999411444435194,0.9181775203873721
15,1.3337823365102182,1.1473234405874309
16,-0.8049347475342955,2.470364864115801
17,2.141345878275706,1.429841199633016
18,2.2507472896172533,0.9725253725638643
19,1.5353791030150772,4.507766317729147
20,1.7831356608876132,0.3026866449111245
21,0.3863991682990705,3.7647941445891804
22,2.057772520882378,0.007568727917136031
23,-1.8571775267356543,2.2016427902217623
24,2.139163480093469,1.9409779847443909
25,0.6214284778616286,4.978438838154611
26,2.093043134591221,0.37467653227545106
27,0.6178804371672775,4.161034289606786
28,3.533860681542097,1.0139627020949846
29,-1.6808381587130705,7.906821605721157
30,1.4533080672905445,1.0024414066260787
31,1.4513320825563354,-0.3883211792052761
32,1.1742473475542226,1.2435508817730683
33,-1.1619108536262934,3.005818992024866
34,-0.7779596246667831,8.341324785666595
35,-1.5284382703449062,3.2344905476508687
36,1.2573324046324403,0.6843667951728656
37,-1.3723464307583397,2.031982321699872
38,-1.1875492805899082,8.432191203909126
39,-1.531223727474825,8.173721221091238
40,-1.2990411812985072,2.63254387202811
41,1.1180589163353183,1.5013279001964652
42,1.4349685503666152,4.142763686322761
43,-1.386801516914164,8.862766231722798
44,2.761339698863196,0.7221071356430824
45,1.6740092582613175,1.4093615209025576
46,1.8220817373492961,0.5095884505830957
47,1.9451130633505453,1.092782888750176
48,-0.9702018947095465,8.614143829750184
49,0.5534499130327548,4.869743762430087
50,3.081769470960871,1.746312685575351
51,-1.5453424306494403,8.201825579102147
52,2.7964969566385642,0.7513813816544637
53,0.7176122760400407,4.64743814756272
54,-0.15914705744390978,4.197099441226582
55,1.030275046312268,1.8756530063426307
56,-0.9519791530543754,1.3486597058770438
57,-1.7768653151648999,7.4294464547548555
58,1.9291429971324208,0.6311418215421676
59,-0.37706845909481856,3.690283221267028
60,0.013426960629902895,5.179016177253986
61,-0.9092331104701634,2.6805508812010137
62,-2.3423987448759624,2.5857863576809947
63,0.6949515657664177,2.982922556148055
64,-1.9480274222556853,8.635177210307017
65,-1.6302156793278448,3.6435132085114548
